,band_count,month_init,time_finish,time_start,u_wind_loc,u_wind_reg,v_wind_loc,v_wind_reg,water_period,year
37,2,4,1994-07-09,1994-04-09,-2.476909779571379,-0.8401437977740676,0.11639203447240981,-0.06571309889137229,HW,1994
38,2,7,1994-09-23,1994-07-09,-2.211091525835823,-0.46742087278930716,0.075806676194873,-0.22168528857849365,F,1994
39,2,9,1994-12-24,1994-09-23,-1.814034112028788,-0.7351216664302219,0.08717364846623944,-0.2870297796058094,LW,1994
40,2,12,1995-04-09,1994-12-24,-2.1679988553558753,-0.9634509353554703,-0.18012143650437928,-0.427342433434924,R,1994
41,2,4,1995-07-01,1995-04-09,-1.7736578547365163,-0.674241723708924,-0.04056261066467251,-0.12350259517819709,HW,1995
42,2,7,1995-08-31,1995-07-01,-2.2139861515736516,-0.6628384973649366,-0.26381497874833654,-0.32860739472537703,F,1995
43,2,8,1995-11-23,1995-08-31,-1.8089729673895156,-0.4614992566858793,0.1870386752167733,-0.1301355711844342,LW,1995
44,2,11,1996-03-08,1995-11-23,-1.4149705471171174,-0.677620434571585,-0.30794441291410424,-0.4015200852467616,R,1995
45,2,3,1996-06-16,1996-03-08,-1.5281093748946626,-0.6178677159277367,-0.12942191952249865,-0.1450782896496345,HW,1996
46,2,6,1996-09-16,1996-06-16,-1.931101794096626,-0.5756969183010904,0.029259291981529996,-0.11175621564315912,F,1996
47,2,9,1996-12-16,1996-09-16,-1.9472641213066064,-0.5629188598037129,0.43994269289041416,-0.012037935825523404,LW,1996
48,2,12,1997-03-16,1996-12-16,-1.7164534831306402,-0.7829207110279868,-0.4287797446544649,-0.5365689380853158,R,1996
49,2,3,1997-06-16,1997-03-16,-2.578230407615867,-0.9679507743534158,-0.05417080782080064,-0.18744501934095018,HW,1997
50,2,6,1997-09-16,1997-06-16,-2.870506237335249,-0.953152323065997,-0.011202972510401704,-0.2795333531302612,F,1997
51,2,9,1997-12-24,1997-09-16,-2.580495630401574,-0.9319662445221303,0.002914118697339394,-0.3017939089798322,LW,1997
52,2,12,1998-04-09,1997-12-24,-2.3391417879459246,-1.0514445973673188,-0.11111060683538435,-0.3749310549250837,R,1997
53,2,4,1998-07-01,1998-04-09,-2.197353535199504,-0.7206047367377542,0.20757170651081008,0.04871206566704671,HW,1998
54,2,7,1998-08-31,1998-07-01,-1.9740118085151654,-0.47701877219133876,0.014600373414908252,-0.2054233660201348,F,1998
55,2,8,1998-11-30,1998-08-31,-1.1051654246769376,-0.3765567321427704,0.21409393668157842,-0.06939277724865235,LW,1998
56,2,11,1999-04-01,1998-11-30,-1.6542180889982814,-0.6968110325699067,-0.2926134172614761,-0.3782838431700084,R,1998
57,2,4,1999-07-09,1999-04-01,-1.6726611527332704,-0.5203579399317682,-0.1738365497335442,-0.169187202851522,HW,1999
58,2,7,1999-09-23,1999-07-09,-1.1691397486606545,-0.3646481649551241,-0.24527424230522138,-0.28583444489454846,F,1999
59,2,9,1999-12-24,1999-09-23,-1.5171335768938277,-0.5691115061392207,0.16011969467330195,-0.13392018524084767,LW,1999
60,2,12,2000-04-08,1999-12-24,-1.2175766424598569,-0.6104002772828008,-0.46998056006754785,-0.49923672581548423,R,1999
61,2,4,2000-07-16,2000-04-08,-2.1182883717440637,-0.658269949624101,-0.0629797806393725,-0.14675338503308685,HW,2000
62,2,7,2000-10-16,2000-07-16,-2.2544579547388675,-0.663549993358914,0.333094122655563,-0.04597222634963194,F,2000
63,2,10,2001-01-07,2000-10-16,-1.599636586315103,-0.6712959461893158,-0.04501259478985159,-0.42388650151915264,LW,2000
64,2,1,2001-03-24,2001-01-07,-1.9928626212371354,-0.9812897573309068,-0.4863543772881828,-0.5684402419775534,R,2001
65,2,3,2001-06-16,2001-03-24,-1.7531801879098317,-0.6875051025440169,-0.09760672734611059,-0.1860658717737931,HW,2001
66,2,6,2001-09-16,2001-06-16,-2.1044564823011322,-0.6759192178423086,-0.12995990450962408,-0.24673479838207393,F,2001
67,2,9,2001-12-24,2001-09-16,-2.3273299254918016,-0.7465097024702251,0.4060388002193996,-0.1364560958792815,LW,2001
68,2,12,2002-04-09,2001-12-24,-1.7264360700729455,-0.7999136669527119,-0.4637881938270791,-0.5040120944817469,R,2001
69,2,4,2002-07-09,2002-04-09,-2.3998504269120216,-0.7779716198327195,-0.05063619102887335,-0.14912102854461556,HW,2002
70,2,7,2002-09-23,2002-07-09,-2.7600889217936446,-0.6332829212415177,0.10650828255223017,-0.16919207881265946,F,2002
71,2,9,2002-12-24,2002-09-23,-2.0917536524858,-0.7383922063578081,0.1938528543436348,-0.20110592429322327,LW,2002
72,2,12,2003-04-09,2002-12-24,-2.3156264522800463,-1.063486639697865,-0.3086336405591197,-0.4323234638154437,R,2002
73,2,4,2003-07-09,2003-04-09,-1.9986522841407772,-0.6461943356359644,-0.16381456159667135,-0.20384885038495834,HW,2003
74,2,7,2003-09-23,2003-07-09,-1.6246384918241314,-0.48571876222678984,0.0027426822826709537,-0.15520362873637134,F,2003
75,2,9,2003-12-16,2003-09-23,-1.7199281757312048,-0.619305282894896,0.4233240993318483,-0.026858325951757838,LW,2003
76,2,12,2004-03-16,2003-12-16,-1.5560157524425686,-0.7444575807094218,-0.2849955413407128,-0.5089978331585564,R,2003
77,2,3,2004-06-16,2004-03-16,-1.9410934633505366,-0.7004867098669874,-0.08217052555490549,-0.11777789268461032,HW,2004
78,2,6,2004-09-16,2004-06-16,-2.082415703023333,-0.5903232181624931,-0.11254779734062338,-0.1833370605643732,F,2004
79,2,9,2004-12-16,2004-09-16,-1.6717590904143387,-0.5009321718927364,0.5724058666694581,0.047680047689103784,LW,2004
80,2,12,2005-03-16,2004-12-16,-1.4041628402542319,-0.5834376891124222,-0.22972354138672532,-0.3013137511430115,R,2004
81,2,3,2005-06-08,2005-03-16,-2.2800767624538487,-0.9065043279973519,-0.1823510158070429,-0.12093467465044973,HW,2005
82,2,6,2005-08-23,2005-06-08,-1.5547787705079985,-0.4850952780880235,-0.49918527155730275,-0.43784916349538844,F,2005
83,2,8,2005-11-23,2005-08-23,-1.8987723730633081,-0.6039228032029285,0.30196221627251835,-0.07911238105774131,LW,2005
84,2,11,2006-03-09,2005-11-23,-1.5419336712310134,-0.7276000130972029,-0.2791709711941945,-0.4101763621099997,R,2005
85,2,3,2006-06-16,2006-03-09,-1.6529587388678528,-0.6860865757948265,-0.11871241261432453,-0.11874682876060863,HW,2006
86,2,6,2006-09-16,2006-06-16,-1.9376589431916762,-0.544453627009617,-0.20255261323248103,-0.36276194988406,F,2006
87,2,9,2006-12-24,2006-09-16,-1.9862963485170366,-0.7006002629141236,0.1609271444874622,-0.19824585438253153,LW,2006
88,2,12,2007-04-09,2006-12-24,-1.7962421262189312,-0.8494481583912732,-0.2193559538598556,-0.46079801838894074,R,2006
89,2,4,2007-07-09,2007-04-09,-1.8304883060772354,-0.5782632636880664,-0.2308846546785196,-0.22317554677854412,HW,2007
90,2,7,2007-09-23,2007-07-09,-1.83084094024842,-0.4410282727123641,-0.26471179271418827,-0.44195022087120256,F,2007
91,2,9,2007-12-24,2007-09-23,-1.6536482727026802,-0.6346337126734762,-0.12902277735444986,-0.2863378639942686,LW,2007
92,2,12,2008-04-08,2007-12-24,-1.4041612402559247,-0.7581690185041766,-0.4969512405245567,-0.5594300261887211,R,2007
93,2,4,2008-07-09,2008-04-08,-1.6345616786448214,-0.5094859232610672,-0.3518925856581026,-0.2759222764454012,HW,2008
94,2,7,2008-09-23,2008-07-09,-1.8203263419370215,-0.475697984633468,-0.027786823379560066,-0.3383953330385229,F,2008
95,2,9,2008-12-16,2008-09-23,-0.9280225036980063,-0.3033319716747302,0.15067411341860992,-0.14584824788131304,LW,2008
96,2,12,2009-03-16,2008-12-16,-1.5935094426871486,-0.7338884904659685,-0.4667026625941671,-0.5256066266527266,R,2008
97,2,3,2009-06-16,2009-03-16,-1.95816679883308,-0.7865564809416192,-0.043711928121945035,-0.1099523514689497,HW,2009
98,2,6,2009-09-16,2009-06-16,-2.926207171935282,-0.967606559901307,-0.024310913528221567,-0.226155165971406,F,2009
99,2,9,2009-12-16,2009-09-16,-2.5636594117019467,-1.011925971766811,0.03250490587031461,-0.41779764335878744,LW,2009
100,2,12,2010-03-16,2009-12-16,-2.1277984506372656,-1.0248346770755865,-0.39490545809799155,-0.5524804044736793,R,2009
101,2,3,2010-06-16,2010-03-16,-1.4874620581944695,-0.560612639025533,-0.12434316079056727,-0.10238274674941403,HW,2010
102,2,6,2010-09-16,2010-06-16,-1.5118045321356142,-0.5922161510459747,-0.5762527136616674,-0.5059223393208572,F,2010
103,2,9,2010-12-24,2010-09-16,-1.3314702280814035,-0.5043994015676854,-0.1718776426711314,-0.3201301222926124,LW,2010
104,2,12,2011-04-09,2010-12-24,-1.4472906470472493,-0.7075315843883422,-0.5200962697485788,-0.48096748509403714,R,2010
105,2,4,2011-07-01,2011-04-09,-2.009203345472391,-0.743844806663222,-0.07593800948546646,-0.08643329126287301,HW,2011
106,2,7,2011-08-31,2011-07-01,-2.3578586233995127,-0.8259758261096444,-0.35995672680981006,-0.3735229362886707,F,2011
107,2,8,2011-11-23,2011-08-31,-1.6680806457750854,-0.4289554229268823,0.09295406902831717,-0.2728357199449381,LW,2011
108,2,11,2012-03-08,2011-11-23,-1.5764914176438063,-0.6569687464351621,-0.06959885479614879,-0.3472432307282084,R,2011
109,2,3,2012-06-16,2012-03-08,-2.121827371474566,-0.7997508236432229,0.08586024079942652,-0.10955281557521752,HW,2012
110,2,6,2012-09-16,2012-06-16,-2.3195059246513186,-0.697867500159679,0.06182754220899555,-0.30449657099534966,F,2012
111,2,9,2012-12-16,2012-09-16,-2.0052436793280517,-0.6453534284035262,0.46604947189778184,-0.06333968121938635,LW,2012
112,2,12,2013-03-16,2012-12-16,-1.8021124233832189,-0.8252447562731021,-0.33474630299580754,-0.5602809566091097,R,2012
113,2,3,2013-06-16,2013-03-16,-2.081082905614121,-0.7690095293077184,-0.11094000903348396,-0.21430018690021524,HW,2013
114,2,6,2013-09-16,2013-06-16,-1.7328863336497158,-0.4790660403373579,-0.27223250322017206,-0.2788628624447033,F,2013
115,2,9,2013-12-16,2013-09-16,-1.5247230509961094,-0.6071337799192836,0.04111245551818619,-0.35045367468314403,LW,2013
116,2,12,2014-03-16,2013-12-16,-2.0434086211604465,-1.0036496166851168,-0.40935648342328446,-0.57706211289608,R,2013
117,2,3,2014-06-16,2014-03-16,-2.229013524971267,-0.8643802938135229,-0.2674439858721865,-0.2789323026588789,HW,2014
118,2,6,2014-09-16,2014-06-16,-2.8087372188630884,-0.8858202018416805,-0.20193015385423663,-0.3468803363435278,F,2014
119,2,9,2014-12-24,2014-09-16,-2.2510706577780684,-0.5932794666602876,0.4326363899975122,-0.13449982915883144,LW,2014
120,2,12,2015-04-09,2014-12-24,-2.0506304684283965,-0.9312196619245012,-0.3881785368015776,-0.512811980397796,R,2014
121,2,4,2015-07-09,2015-04-09,-2.5172964291541775,-0.959795177082876,-0.21682550262044578,-0.21435845674838683,HW,2015
122,2,7,2015-09-23,2015-07-09,-3.0415487910551517,-1.1932355174229872,-0.1867154044269669,-0.4742813677383184,F,2015
123,2,9,2015-12-24,2015-09-23,-3.1227379504342694,-1.11343552623,0.02286125260703807,-0.35111556269892563,LW,2015
124,2,12,2016-04-08,2015-12-24,-2.216892803137629,-1.0035120441546976,-0.4928147361173954,-0.5620847558481087,R,2015
125,2,4,2016-07-09,2016-04-08,-2.0478211565839683,-0.6673640444786404,-0.1909214066648542,-0.25225441527522807,HW,2016
126,2,7,2016-09-23,2016-07-09,-1.5223334741174983,-0.42315311757961,0.004471865168904783,-0.27989258035227194,F,2016
127,2,9,2016-12-16,2016-09-23,-1.747494410399856,-0.6565726146313825,0.2277701336353461,-0.1042415875619268,LW,2016
128,2,12,2017-03-16,2016-12-16,-1.6314198303277876,-0.7290829573075818,-0.5772673096383804,-0.5484631979534439,R,2016
129,2,3,2017-06-08,2017-03-16,-1.9394291414132667,-0.7392524689951321,-0.3170853198900938,-0.2796555542173291,HW,2017
130,2,6,2017-08-23,2017-06-08,-2.113030436204949,-0.7925478711670936,-0.3893833943084021,-0.4283978355983972,F,2017
131,2,8,2017-11-30,2017-08-23,-2.1796599070963487,-0.6583119884995629,0.1291245636708278,-0.15467201427905508,LW,2017
132,2,11,2018-04-01,2017-11-30,-1.6884562976563449,-0.8599803209948063,-0.5234213975151072,-0.6026948658427371,R,2017
133,2,4,2018-07-09,2018-04-01,-1.7166289675191242,-0.6325195043599081,-0.45772398513008494,-0.3440128061644776,HW,2018
134,2,7,2018-09-23,2018-07-09,-2.170525450276802,-0.7436162289980843,-0.22554233316896838,-0.341890979302517,F,2018
135,2,9,2018-12-24,2018-09-23,-2.200649060446867,-0.8879871032139209,-0.1747317770789676,-0.3658363861373043,LW,2018
136,2,12,2019-04-09,2018-12-24,-2.102817153448328,-1.0321199161577266,-0.5388208015844927,-0.5699678494317297,R,2018
137,2,4,2019-07-09,2019-04-09,-2.2215839796701036,-0.7831205588861337,-0.2530688108391124,-0.2645304404600623,HW,2019
138,2,7,2019-09-23,2019-07-09,-2.2350290935608252,-0.6212004419137043,-0.2707872100452224,-0.46308039369756654,F,2019
139,2,9,2019-12-24,2019-09-23,-1.5791922161461187,-0.5555402032916885,0.12394340982253789,-0.1763262820269382,LW,2019
140,2,12,2020-04-08,2019-12-24,-1.6005407916260495,-0.7769873616216959,-0.5413098348513904,-0.6146136767123328,R,2019
141,2,4,2020-07-09,2020-04-08,-1.841290033798958,-0.6465397961176172,-0.13887981560034274,-0.1776483846442755,HW,2020
142,2,7,2020-09-23,2020-07-09,-2.0969319527959893,-0.7921071911820479,-0.23080950082406768,-0.3235538300365907,F,2020
143,2,9,2020-12-16,2020-09-23,-1.8170259296600602,-0.6545337296453178,-0.1780899094237769,-0.2383424430346875,LW,2020
144,2,12,2021-03-16,2020-12-16,-1.5291057701904949,-0.7369878198437375,-0.5114259273955855,-0.5626435881883416,R,2020
145,2,3,2021-06-16,2021-03-16,-1.5752554975287774,-0.5458072903482039,-0.2684109553599444,-0.2413419927174214,HW,2021
146,2,6,2021-09-16,2021-06-16,-1.5089091109412582,-0.4785835268883502,-0.35554287338888685,-0.4222773616895881,F,2021
147,2,9,2021-12-16,2021-09-16,-1.3569719117040846,-0.5872233760060555,-0.176001247791668,-0.33790230109206065,LW,2021
148,2,12,2022-03-16,2021-12-16,-1.4169729151046795,-0.6687395324203145,-0.5351466364174139,-0.5839766879469768,R,2021
149,2,3,2022-06-16,2022-03-16,-1.4968315859610228,-0.5492174466587785,-0.25164700628575326,-0.20406250977356225,HW,2022
150,2,6,2022-09-16,2022-06-16,-2.1790587698385857,-0.749896091818716,-0.4084796456026258,-0.47337652122752,F,2022
151,2,9,2022-12-16,2022-09-16,-1.3839152252718037,-0.5967959498575234,-0.18230088504460454,-0.36316104466746646,LW,2022
152,2,12,2023-03-16,2022-12-16,-1.6112812487677102,-0.7625145760831963,-0.4821690308328852,-0.619981972342205,R,2022
153,2,3,2023-06-16,2023-03-16,-1.895915110709869,-0.7728565059264897,-0.15929393250137946,-0.1344311632348173,HW,2023
154,2,6,2023-09-16,2023-06-16,-2.6159747806158786,-1.110039785600184,-0.14138304548438543,-0.2583633673606834,F,2023
155,2,9,2023-12-16,2023-09-16,-2.627760793200258,-1.0236345791615347,0.14045624654718963,-0.26899586404738735,LW,2023
156,2,12,2024-03-16,2023-12-16,-2.205439295649077,-1.1178471046507819,-0.21117752665643366,-0.43097361947209156,R,2023
157,2,3,2024-06-08,2024-03-16,-1.9188090207340311,-0.7839775528723663,-0.3503345937431042,-0.21155644863928943,HW,2024
158,2,6,2024-08-23,2024-06-08,-2.373737991031875,-0.8638497803026756,-0.3487596928144355,-0.2919775832853616,F,2024
159,2,8,2024-11-23,2024-08-23,-2.4967538324517786,-1.0545604009124925,-0.012354929654969314,-0.1974687614031508,LW,2024
160,2,11,2025-03-09,2024-11-23,-1.683873036230058,-0.81290518877371,-0.25172003274750726,-0.46785022482571403,R,2024
161,2,3,2025-06-09,2025-03-09,-2.2273152393874738,-0.8309711467965434,-0.34364173818830235,-0.2890363003208648,HW,2025
162,2,6,2025-09-09,2025-06-09,-2.3563427910929144,-0.8140227251256825,-0.20440660695018467,-0.2742716815237506,F,2025
163,2,9,2025-12-09,2025-09-09,-2.0754933729906098,-0.7319685315752205,0.14359133380406586,-0.14183762707142739,LW,2025
