Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:17050001


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
17050001;1;26/05/2024;01/01/1900 12:20;195;"650,0";"209000,0";"131164,0";"2445,0";"1,59";"53,6";"Kleiton, Messias e Breno";4
17050001;1;27/02/2024;01/01/1900 12:37;194;"405,0";"142000,0";"120592,6";"2399,7";"1,18";"50,3";"Kleiton, Edson, Messias";4
17050001;2;13/11/2023;01/01/1900 10:49;193;"-76,0";"55600,0";"110000,0";"2620,0";"0,508";"41,8";Erivelton/Silvio/Joaquim;4
17050001;1;13/11/2023;01/01/1900 10:49;193;"-76,0";"55600,0";"109522,0";"2619,0";"0,508";"41,8";Erivelton/Silvio/Joaquim;4
17050001;2;27/10/2023;01/01/1900 09:28;192;"-84,0";"50400,0";"107000,0";"2590,0";"0,47";"41,5";Erivelton/Silvio/Joaquim;4
17050001;1;27/10/2023;01/01/1900 09:28;192;"-84,0";"50400,0";"107267,0";"2586,6";"0,47";"41,5";Erivelton/Silvio/Joaquim;4
17050001;2;21/10/2023;01/01/1900 06:40;191;"-63,0";"50700,0";"114000,0";"2500,0";"0,445";"45,6";Johelder/ Leandro/Alan;4
17050001;1;21/10/2023;01/01/1900 06:40;191;"-63,0";"50700,0";"114140,4";"2501,5";"0,445";"45,6";Johelder/ Leandro/Alan;4
17050001;2;16/10/2023;01/01/1900 16:20;190;"-39,0";"86100,0";"118000,0";"2490,0";"0,732";"47,2";Johelder/ Leandro/ Alan;4
17050001;1;16/10/2023;01/01/1900 16:20;190;"-39,0";"86100,0";"117651,2";"2492,4";"0,732";"47,2";Johelder/ Leandro/ Alan;4
17050001;2;27/09/2023;01/01/1900 06:38;189;"130,0";"92600,0";"112000,0";"2570,0";"0,827";"43,7";Milton/ Messias/ Edson;4
17050001;1;27/09/2023;01/01/1900 06:38;189;"1300,0";"92600,0";"112079,9";"2565,4";"0,827";"43,7";Milton/ Messias/ Edson;4
17050001;2;23/06/2023;01/01/1900 17:00;188;"731,0";"233000,0";"133000,0";"2760,0";"1,76";"48,1";Milton/Messias/Mauro Ney;4
17050001;1;23/06/2023;01/01/1900 17:00;188;"731,0";"233000,0";"132523,1";"2757,3";"1,76";"48,1";Milton/Messias/Mauro Ney;4
17050001;2;31/03/2023;01/01/1900 10:20;187;"686,0";"204000,0";"134000,0";"2670,0";"1,53";"50,1";Marcos/ Edson/ Mauro Ney;4
17050001;1;31/03/2023;01/01/1900 10:20;187;"686,0";"204000,0";"133527,8";"2665,5";"1,53";"50,1";Marcos/ Edson/ Mauro Ney;4
17050001;2;07/02/2023;01/01/1900 10:10;186;"420,0";"160000,0";"128000,0";"2690,0";"1,26";"47,4";Ronis/Breno;4
17050001;1;07/02/2023;01/01/1900 10:10;186;"420,0";"160000,0";"127507,6";"2689,4";"1,26";"47,4";Ronis/Breno;4
17050001;2;22/11/2022;01/01/1900 09:40;185;"149,0";"98700,0";"116000,0";"2500,0";"0,848";"46,6";Kleiton/ Messias;4
17050001;1;22/11/2022;01/01/1900 09:40;185;"149,0";"98700,0";"116491,5";"2501,3";"0,848";"46,6";Kleiton/ Messias;4
17050001;2;21/09/2022;01/01/1900 11:30;184;"474,0";"171000,0";"131000,0";"2650,0";"1,3";"49,4";Kleiton/Paulo/Edson;4
17050001;1;21/09/2022;01/01/1900 11:30;184;"474,0";"171000,0";"130945,7";"2650,9";"1,3";"49,4";Kleiton/Paulo/Edson;4
17050001;2;31/07/2022;01/01/1900 11:20;183;"727,0";"205000,0";"140000,0";"2830,0";"1,47";"49,6";Leandro/Joaquim/Pedrinho;4
17050001;1;31/07/2022;01/01/1900 11:20;183;"727,0";"205000,0";"140422,9";"2830,3";"1,47";"49,6";Leandro/Joaquim/Pedrinho;4
17050001;2;12/04/2022;01/01/1900 13:40;182;"799,0";"234000,0";"131000,0";"2830,0";"1,79";"46,3";"Messias, Milton e Jorge";4
17050001;1;12/04/2022;01/01/1900 13:40;182;"799,0";"234000,0";"131139,1";"2831,1";"1,79";"46,3";"Messias, Milton e Jorge";4
17050001;2;26/02/2022;01/01/1900 11:20;181;"610,0";"168000,0";"120000,0";"2510,0";"1,42";"47,8";Ronis/Edson;4
17050001;1;26/02/2022;01/01/1900 11:20;181;"610,0";"168000,0";"119691,8";"2513,2";"1,42";"47,8";Ronis/Edson;4
17050001;2;25/02/2022;01/01/1900 16:40;180;"609,0";"166000,0";"122000,0";"2370,0";"1,38";"51,4";Ronis/Edson;4
17050001;1;25/02/2022;01/01/1900 16:40;180;"609,0";"166000,0";"121856,3";"2366,2";"1,38";"51,4";Ronis/Edson;4
17050001;2;22/11/2021;01/01/1900 14:50;179;"263,0";"121000,0";"122000,0";"2510,0";"0,994";"48,6";Manoelson/Marcos/Jorge;4
17050001;1;22/11/2021;01/01/1900 14:50;179;"263,0";"121000,0";"122011,2";"2510,5";"0,994";"48,6";Manoelson/Marcos/Jorge;4
17050001;2;05/10/2021;01/01/1900 17:20;178;"387,0";"144000,0";"119000,0";"2410,0";"1,21";"49,4";Johelder/Rodrigo;4
17050001;1;05/10/2021;01/01/1900 17:20;178;"387,0";"144000,0";"119264,3";"2413,6";"1,21";"49,4";Johelder/Rodrigo;4
17050001;2;19/09/2021;01/01/1900 11:50;177;"521,0";"177000,0";"128000,0";"2430,0";"1,39";"52,7";Johelder/Rodrigo;4
17050001;1;19/09/2021;01/01/1900 11:50;177;"521,0";"177000,0";"128083,7";"2429,0";"1,39";"52,7";Johelder/Rodrigo;4
17050001;2;12/06/2021;01/01/1900 14:20;176;"835,0";"268000,0";"135000,0";"3040,0";"1,98";"45,7";Alan/Leandro;4
17050001;1;12/06/2021;01/01/1900 14:20;176;"835,0";"268000,0";"135492,5";"3036,7";"1,98";"45,7";Alan/Leandro;4
17050001;2;11/12/2020;01/01/1900 15:05;175;"148,0";"103000,0";"113000,0";"2390,0";"0,909";"47,2";Leandro;4
17050001;1;11/12/2020;01/01/1900 15:05;175;"148,0";"103000,0";"112834,0";"2390,8";"0,909";"47,2";Leandro;4
17050001;2;26/02/2020;01/01/1900 12:15;174;"557,0";"162000,0";"118000,0";"2450,0";"1,37";"48,3";Messias;8
17050001;1;26/02/2020;01/01/1900 12:15;174;"556,0";"162000,0";"118206,0";"2450,1";"1,37";"48,3";Messias;8
17050001;2;12/12/2019;01/01/1900 14:41;173;"285,0";"130000,0";"111000,0";"2400,0";"1,17";"46,2";Alan/Jorge/Mauro;8
17050001;1;12/12/2019;01/01/1900 14:41;173;"285,0";"130000,0";"111077,7";"2401,7";"1,17";"46,2";Alan/Jorge/Mauro;8
17050001;1;02/12/2019;01/01/1900 15:13;172;"257,0";"120209,0";"111049,8";"2372,0";"1,08";"46,8";Alan/Jorge;8
17050001;2;22/09/2019;01/01/1900 06:10;171;"462,0";"149000,0";"117000,0";"2420,0";"1,27";"48,3";Alan/Benjamin/Renato;4
17050001;1;22/09/2019;01/01/1900 06:10;171;"462,0";"149000,0";"117025,8";"2424,8";"1,27";"48,3";Alan/Benjamin/Renato;4
17050001;2;10/09/2019;01/01/1900 04:27;170;"548,0";"161000,0";"119000,0";"2420,0";"1,35";"49,2";Alan/Benjamin/Renato;4
17050001;1;10/09/2019;01/01/1900 04:27;170;"548,0";"161000,0";"119258,4";"2421,9";"1,35";"49,2";Alan/Benjamin/Renato;4
17050001;2;25/05/2019;01/01/1900 12:30;169;"800,0";"179000,0";"127000,0";"2660,0";"1,41";"48,0";MESSIAS/RENATO;4
17050001;1;25/05/2019;01/01/1900 12:30;169;"800,0";"179000,0";"127319,0";"2664,5";"1,41";"78,0";MESSIAS/RENATO;4
17050001;2;19/03/2019;01/01/1900 09:10;168;"676,0";"161000,0";"125000,0";"2520,0";"1,28";"49,6";Araújo/Roberval;4
17050001;1;19/03/2019;01/01/1900 09:10;168;"676,0";"161000,0";"124940,3";"2520,2";"1,28";"49,6";Araújo/Roberval;4
17050001;1;12/02/2019;01/01/1900 15:13;172;"257,0";"82400,0";"74419,4";"1602,8";"0,886";"33,4";Alan/Jorge;8
17050001;2;12/12/2018;01/01/1900 15:06;166;"273,0";"129000,0";"115000,0";"2410,0";"1,12";"47,7";Kleiton/Roberval;4
17050001;1;12/12/2018;01/01/1900 15:06;166;"273,0";"129000,0";"114919,3";"2409,0";"1,12";"47,7";Kleiton/Roberval;4
17050001;2;14/11/2018;01/01/1900 06:20;166;"102,0";"106000,0";"115000,0";"2390,0";"0,919";"48,2";Mauro/Messias/Renato;4
17050001;1;14/11/2018;01/01/1900 06:20;166;"102,0";"106000,0";"115261,0";"2393,3";"0,919";"48,2";Mauro/Messias/Renato;4
17050001;2;17/09/2018;01/01/1900 14:38;165;"479,0";"185000,0";"119000,0";"2430,0";"1,56";"48,8";Messias/Avelino;4
17050001;1;17/09/2018;01/01/1900 14:38;165;"479,0";"185000,0";"118770,9";"2433,6";"1,56";"48,8";Messias/Avelino;4
17050001;2;21/06/2018;01/01/1900 11:50;164;"730,0";"188000,0";"120000,0";"2580,0";"1,56";"46,6";Marcos/Renato;4
17050001;2;21/06/2018;01/01/1900 11:57;163;"730,0";"255000,0";"124000,0";"2670,0";"2,05";"46,4";Marcos/Renato;4
17050001;1;21/06/2018;01/01/1900 11:57;163;"730,0";"255000,0";"123930,5";"2674,0";"2,05";"46,4";Marcos/Renato;4
17050001;1;21/06/2018;01/01/1900 11:50;164;"730,0";"188000,0";"120266,6";"2582,4";"1,56";"46,6";Marcos/Renato;4
17050001;2;21/05/2018;01/01/1900 15:40;162;"722,0";"193000,0";"125000,0";"2520,0";"1,55";"49,6";Kleiton/Messias;4
17050001;1;21/05/2018;01/01/1900 15:40;162;"722,0";"193000,0";"124858,2";"2515,5";"1,55";"49,6";Kleiton/Messias;4
17050001;2;12/03/2018;01/01/1900 11:15;161;"588,0";"152000,0";"122000,0";"2420,0";"1,25";"50,3";Araújo/Roberval;4
17050001;1;12/03/2018;01/01/1900 11:15;161;"588,0";"152000,0";"121635,0";"2418,0";"1,25";"50,3";Araújo/Roberval;4
17050001;2;15/12/2017;01/01/1900 10:00;160;"216,0";"121000,0";"118000,0";"2440,0";"1,03";"48,3";;
17050001;1;15/12/2017;01/01/1900 10:00;160;"216,0";"121000,0";"117841,1";"2441,0";"1,03";"48,3";;0
17050001;2;30/10/2017;01/01/1900 11:00;159;"97,0";"99900,0";"115000,0";"2440,0";"0,872";"47,1";;
17050001;1;30/10/2017;01/01/1900 11:00;159;"97,0";"99900,0";"114616,0";"2435,6";"0,872";"47,1";;0
17050001;2;29/09/2017;01/01/1900 09:22;157;"162,0";"106000,0";"115000,0";"2390,0";"0,922";"47,9";Araujo/Edson;16
17050001;2;29/09/2017;01/01/1900 12:00;158;"162,0";"107000,0";"116000,0";"2410,0";"0,923";"48,3";Araújo/Edson;8
17050001;1;29/09/2017;01/01/1900 12:00;158;"162,0";"107000,0";"116456,8";"2411,9";"0,923";"48,218";Araújo/Edson;8
17050001;1;29/09/2017;01/01/1900 09:22;157;"162,0";"105574,66";"114622,36";"2393,707";"0,922";"47,88";Araujo/Edson;16
17050001;2;30/06/2017;01/01/1900 17:00;156;"730,0";"200000,0";"125000,0";"2500,0";"1,6";"50,1";Messias/Milton;8
17050001;1;30/06/2017;01/01/1900 17:00;156;"730,0";"200000,0";"125198,0";"2503,0";"1,6";"50,1";Messias/Milton;8
17050001;2;24/05/2017;01/01/1900 13:00;155;"784,0";"206000,0";"129000,0";"2660,0";"1,59";"48,7";Erivelton/Edson;8
17050001;1;24/05/2017;01/01/1900 13:00;155;"784,0";"206000,0";"129350,0";"2659,2";"1,59";"48,65";Erivelton/Edson;8
17050001;2;03/04/2017;01/01/1900 08:45;155;"736,0";"206000,0";"110000,0";"2210,0";"1,87";"49,9";;
17050001;1;03/04/2017;01/01/1900 08:45;155;"736,0";"206249,0";"110269,0";"2211,13";"1,871";"49,87";;
17050001;2;19/03/2017;01/01/1900 10:24;154;"692,0";"177000,0";"122000,0";"2450,0";"1,45";"49,8";;
17050001;1;19/03/2017;01/01/1900 10:24;154;"692,0";"176770,0";"121965,0";"2448,9";"1,449";"49,8";;
17050001;2;11/12/2016;01/01/1900 10:24;153;"130,0";"100000,0";"115000,0";"2330,0";"0,869";"49,6";;
17050001;1;11/12/2016;01/01/1900 10:24;153;"130,0";"100000,0";"115470,7";"2330,4";"0,869";"49,6";;
17050001;2;18/04/2016;01/01/1900 13:04;151;"535,0";"178000,0";"124000,0";"2600,0";"1,43";"47,9";;
17050001;2;18/04/2016;01/01/1900 15:30;152;"535,0";"187000,0";"119000,0";"2440,0";"1,58";"48,7";;
17050001;1;18/04/2016;01/01/1900 15:30;152;"535,0";"186878,0";"118595,0";"2436,74";"1,575";"48,67";;
17050001;1;18/04/2016;01/01/1900 13:04;151;"535,0";"178000,0";"124425,0";"2596,0";"1,43";"47,93";;
17050001;2;25/11/2015;01/01/1900 09:36;150;"66,0";"65200,0";"85200,0";"1960,0";"0,765";"43,5";;
17050001;1;25/11/2015;01/01/1900 09:36;150;"64,0";"65212,0";"85240,0";"1960,74";"0,765";"43,47";null;0
17050001;2;17/05/2014;01/01/1900 07:00;150;"833,0";"251599,0";"135445,0";"2953,31";"1,858";"45,86";;0
17050001;1;17/05/2014;01/01/1900 07:00;1;"833,0";"251599,0";"135445,0";"2953,31";"1,858";"45,86";;
17050001;2;19/03/2005;01/01/1900 07:00;148;"100,0";"87297,0";;;;;;
17050001;1;19/03/2005;01/01/1900 07:00;148;"100,0";"87297,0";;;;;;
17050001;2;17/03/2004;01/01/1900 07:00;147;"527,0";"173000,0";;;;;;
17050001;2;17/03/2004;01/01/1900 07:00;148;"527,0";"173000,0";;;;;;0
17050001;1;17/03/2004;01/01/1900 07:00;147;"527,0";"173000,0";;;;;;
17050001;2;16/12/2003;01/01/1900 07:00;147;"190,0";"118000,0";;;;;;0
17050001;2;16/12/2003;01/01/1900 07:00;146;"190,0";"118000,0";;;;;;
17050001;1;16/12/2003;01/01/1900 07:00;146;"190,0";"118000,0";;;;;;
17050001;2;22/06/2003;01/01/1900 07:00;145;"698,0";"240000,0";;;;;;
17050001;2;22/06/2003;01/01/1900 07:00;146;"698,0";"240000,0";;;;;;0
17050001;1;22/06/2003;01/01/1900 07:00;145;"698,0";"240000,0";;;;;;
17050001;2;28/03/2003;01/01/1900 07:00;145;"534,0";"177000,0";;;;;;0
17050001;2;28/03/2003;01/01/1900 07:00;144;"534,0";"177000,0";;;;;;
17050001;1;28/03/2003;01/01/1900 07:00;144;"534,0";"177000,0";;;;;;
17050001;2;23/10/2002;01/01/1900 07:00;143;"148,0";"99200,0";;;;;;
17050001;2;23/10/2002;01/01/1900 07:00;144;"148,0";"99200,0";;;;;;0
17050001;1;23/10/2002;01/01/1900 07:00;143;"148,0";"99200,0";;;;;;
17050001;2;23/06/2002;01/01/1900 07:00;143;"725,0";"246000,0";;;;;;0
17050001;2;23/06/2002;01/01/1900 07:00;142;"725,0";"246000,0";;;;;;
17050001;1;23/06/2002;01/01/1900 07:00;142;"725,0";"246000,0";;;;;;
17050001;2;13/03/2002;01/01/1900 07:00;141;"551,0";"183000,0";;;;;;
17050001;2;13/03/2002;01/01/1900 07:00;142;"551,0";"183000,0";;;;;;0
17050001;1;13/03/2002;01/01/1900 07:00;141;"551,0";"183000,0";;;;;;
17050001;2;15/12/2001;01/01/1900 07:00;141;"127,0";"95200,0";;;;;;0
17050001;2;15/12/2001;01/01/1900 07:00;140;"127,0";"95200,0";;;;;;
17050001;1;15/12/2001;01/01/1900 07:00;140;"127,0";"95200,0";;;;;;
17050001;2;13/10/2000;01/01/1900 07:00;139;"336,0";"137000,0";;;;;;
17050001;2;13/10/2000;01/01/1900 07:00;140;"336,0";"137000,0";;;;;;0
17050001;1;13/10/2000;01/01/1900 07:00;139;"336,0";"137000,0";;;;;;
17050001;2;05/07/1999;01/01/1900 07:00;139;"758,0";"242000,0";;;;;;0
17050001;2;05/07/1999;01/01/1900 07:00;138;"758,0";"242000,0";;;;;;
17050001;1;05/07/1999;01/01/1900 07:00;138;"758,0";"242000,0";;;;;;
17050001;2;05/06/1999;01/01/1900 07:00;137;"783,0";"261000,0";;;;;;
17050001;2;05/06/1999;01/01/1900 07:00;138;"783,0";"261000,0";;;;;;0
17050001;1;05/06/1999;01/01/1900 07:00;137;"783,0";"261000,0";;;;;;
17050001;2;04/06/1999;01/01/1900 07:00;137;"784,0";"266000,0";;;;;;0
17050001;2;04/06/1999;01/01/1900 07:00;136;"784,0";"266000,0";;;;;;
17050001;2;03/06/1999;01/01/1900 07:00;137;"785,0";"268000,0";;;;;;0
17050001;1;03/06/1999;01/01/1900 07:00;136;"785,0";"268000,0";;;;;;
17050001;2;23/03/1999;01/01/1900 07:00;136;"660,0";"211000,0";;;;;;0
17050001;2;23/03/1999;01/01/1900 07:00;135;"660,0";"211000,0";;;;;;
17050001;1;23/03/1999;01/01/1900 07:00;135;"660,0";"211000,0";;;;;;
17050001;2;13/03/1999;01/01/1900 07:00;134;"620,0";"205000,0";;;;;;
17050001;2;13/03/1999;01/01/1900 07:00;135;"620,0";"205000,0";;;;;;0
17050001;1;13/03/1999;01/01/1900 07:00;134;"620,0";"205000,0";;;;;;
17050001;2;06/12/1998;01/01/1900 07:00;134;"200,0";"108000,0";;;;;;0
17050001;2;06/12/1998;01/01/1900 07:00;132;"197,0";"109000,0";;;;;;
17050001;2;06/12/1998;01/01/1900 07:00;133;"197,0";"109000,0";;;;;;0
17050001;1;06/12/1998;01/01/1900 07:00;132;"197,0";"109000,0";;;;;;
17050001;1;06/12/1998;01/01/1900 07:00;133;"200,0";"108000,0";;;;;;
17050001;2;19/11/1998;01/01/1900 07:00;131;"99,0";"87300,0";;;;;;
17050001;2;19/11/1998;01/01/1900 07:00;132;"99,0";"87300,0";;;;;;0
17050001;1;19/11/1998;01/01/1900 07:00;131;"99,0";"87300,0";;;;;;
17050001;2;10/10/1998;01/01/1900 07:00;131;"102,0";"89200,0";;;;;;0
17050001;2;10/10/1998;01/01/1900 07:00;130;"102,0";"89200,0";;;;;;
17050001;1;10/10/1998;01/01/1900 07:00;130;"102,0";"89200,0";;;;;;
17050001;2;05/10/1998;01/01/1900 07:00;129;"118,0";"96100,0";;;;;;
17050001;2;05/10/1998;01/01/1900 07:00;130;"118,0";"96100,0";;;;;;0
17050001;1;05/10/1998;01/01/1900 07:00;129;"118,0";"96100,0";;;;;;
17050001;2;04/10/1998;01/01/1900 07:00;129;"120,0";"98000,0";;;;;;0
17050001;2;04/10/1998;01/01/1900 07:00;128;"120,0";"98000,0";;;;;;
17050001;1;04/10/1998;01/01/1900 07:00;128;"120,0";"98000,0";;;;;;
17050001;2;07/06/1997;01/01/1900 07:00;127;"766,0";"221000,0";;;;;;
17050001;2;07/06/1997;01/01/1900 07:00;128;"766,0";"221000,0";;;;;;0
17050001;1;07/06/1997;01/01/1900 07:00;127;"766,0";"221000,0";;;;;;
17050001;2;29/05/1997;01/01/1900 07:00;127;"774,0";"227000,0";;;;;;0
17050001;2;29/05/1997;01/01/1900 07:00;126;"774,0";"227000,0";;;;;;
17050001;1;29/05/1997;01/01/1900 07:00;126;"774,0";"227000,0";;;;;;
17050001;2;28/05/1997;01/01/1900 07:00;125;"774,0";"226000,0";;;;;;
17050001;2;28/05/1997;01/01/1900 07:00;126;"774,0";"226000,0";;;;;;0
17050001;1;28/05/1997;01/01/1900 07:00;125;"774,0";"226000,0";;;;;;
17050001;2;27/05/1997;01/01/1900 07:00;125;"774,0";"224000,0";;;;;;0
17050001;2;27/05/1997;01/01/1900 07:00;124;"774,0";"224000,0";;;;;;
17050001;1;27/05/1997;01/01/1900 07:00;124;"774,0";"224000,0";;;;;;
17050001;2;26/05/1997;01/01/1900 07:00;123;"776,0";"220000,0";;;;;;
17050001;2;26/05/1997;01/01/1900 07:00;124;"776,0";"220000,0";;;;;;0
17050001;1;26/05/1997;01/01/1900 07:00;123;"776,0";"220000,0";;;;;;
17050001;2;02/05/1997;01/01/1900 07:00;123;"579,0";"193000,0";;;;;;0
17050001;2;02/05/1997;01/01/1900 07:00;120;"570,0";"186000,0";;;;;;
17050001;2;02/05/1997;01/01/1900 07:00;121;"571,0";"186000,0";;;;;;
17050001;2;02/05/1997;01/01/1900 07:00;122;"579,0";"193000,0";;;;;;
17050001;1;02/05/1997;01/01/1900 07:00;120;"570,0";"186000,0";;;;;;
17050001;1;02/05/1997;01/01/1900 07:00;121;"571,0";"186000,0";;;;;;
17050001;1;02/05/1997;01/01/1900 07:00;122;"579,0";"193000,0";;;;;;
17050001;2;14/10/1996;01/01/1900 07:00;119;"204,0";"109000,0";;;;;;
17050001;2;14/10/1996;01/01/1900 07:00;120;"204,0";"109000,0";;;;;;0
17050001;1;14/10/1996;01/01/1900 07:00;119;"204,0";"109000,0";;;;;;
17050001;2;18/07/1996;01/01/1900 07:00;119;"685,0";"228000,0";;;;;;0
17050001;2;18/07/1996;01/01/1900 07:00;118;"685,0";"228000,0";;;;;;
17050001;1;18/07/1996;01/01/1900 07:00;118;"685,0";"228000,0";;;;;;
17050001;2;17/11/1995;01/01/1900 07:00;116;"23,0";"81800,0";;;;;;
17050001;2;17/11/1995;01/01/1900 07:00;117;"23,0";"81800,0";;;;;;0
17050001;2;17/11/1995;01/01/1900 07:00;118;"26,0";"79100,0";;;;;;0
17050001;1;17/11/1995;01/01/1900 07:00;116;"23,0";"81800,0";;;;;;
17050001;1;17/11/1995;01/01/1900 07:00;117;"26,0";"79100,0";;;;;;
17050001;2;05/07/1995;01/01/1900 07:00;115;"651,0";"203000,0";;;;;;
17050001;2;05/07/1995;01/01/1900 07:00;116;"651,0";"203000,0";;;;;;0
17050001;1;05/07/1995;01/01/1900 07:00;115;"651,0";"203000,0";;;;;;
17050001;2;24/03/1995;01/01/1900 07:00;115;"494,0";"169000,0";;;;;;0
17050001;1;24/03/1995;01/01/1900 07:00;115;"494,0";"169000,0";;;;;;
17050001;2;23/09/1994;01/01/1900 07:00;114;"490,0";"210000,0";;;;;;0
17050001;1;23/09/1994;01/01/1900 07:00;114;"490,0";"210000,0";;;;;;
17050001;2;21/06/1994;01/01/1900 07:00;113;"749,0";"279000,0";;;;;;0
17050001;1;21/06/1994;01/01/1900 07:00;113;"749,0";"279000,0";;;;;;
17050001;2;26/10/1993;01/01/1900 07:00;112;"194,0";"121000,0";;;;;;0
17050001;1;26/10/1993;01/01/1900 07:00;112;"194,0";"121000,0";;;;;;
17050001;2;28/06/1993;01/01/1900 07:00;111;"707,0";"256973,0";"124955,0";"2490,7";"2,057";"50,2";;0
17050001;1;28/06/1993;01/01/1900 07:00;111;"707,0";"256973,0";"124955,0";"2490,7";"2,057";"50,2";;
17050001;2;09/09/1991;01/01/1900 07:00;110;"497,0";"153400,0";"127833,0";"2320,0";"1,2";"49,7";;0
17050001;1;09/09/1991;01/01/1900 07:00;110;"497,0";"153400,0";"127833,0";"2320,0";"1,2";"49,7";;
17050001;2;07/05/1990;01/01/1900 07:00;109;"686,0";"174600,0";"133282,0";"2343,0";"1,31";"51,7";;0
17050001;1;07/05/1990;01/01/1900 07:00;109;"686,0";"174600,0";"133282,0";"2343,0";"1,31";"51,7";;
17050001;2;12/12/1988;01/01/1900 07:00;108;"254,0";"123600,0";"131489,0";"2500,0";"0,94";"46,0";;0
17050001;1;12/12/1988;01/01/1900 07:00;108;"254,0";"123600,0";"131489,0";"2500,0";"0,94";"46,0";;
17050001;2;15/07/1987;01/01/1900 07:00;107;"619,0";"221810,0";"125900,0";"2401,3";"1,762";"52,4";;0
17050001;1;15/07/1987;01/01/1900 07:00;107;"619,0";"221810,0";"125900,0";"2401,3";"1,762";"52,4";;
17050001;2;27/06/1987;01/01/1900 07:00;106;"658,0";"234861,0";"122416,0";"2421,3";"1,919";"50,56";;0
