Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:17050001


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
17050001;1;01/09/2024;;1;1;"121290,836";"61781,805";"89971,48";1;30;1;1;1;"0,0";0;"121290,836";"119002,37";"116919,0";"115224,71";"112793,82";"110567,21";"108357,29";"105982,15";"103446,44";"100755,24";"97737,49";"94928,81";"92150,95";"89404,15";"87195,4";"85510,49";"84171,47";"83671,38";"83671,38";"83172,41";"82012,5";"80202,164";"76949,625";"74065,73";"70292,25";"67383,14";"65108,066";"63432,03";"61963,895";"61781,805";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
17050001;1;01/08/2024;;1;1;"173959,73";"124174,336";"152110,64";1;31;2;2;2;"0,0";0;"173959,73";"172562,48";"171168,98";"169779,25";"168854,86";"167932,16";"166551,27";"165403,44";"163800,9";"162431,47";"161293,2";"159930,81";"158120,28";"156541,72";"155008,39";"153124,28";"151248,83";"149796,14";"148348,72";"146700,98";"144855,53";"143630,12";"142611,92";"140583,69";"138566,36";"136760,12";"134365,69";"131592,25";"129232,336";"126499,38";"124174,336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
17050001;1;01/07/2024;;1;1;"197305,64";"175360,75";"187377,6";1;31;1;1;1;"0,0";0;"197305,64";"196455,1";"196090,95";"195605,78";"195121,0";"194878,77";"194394,6";"193669,1";"193185,94";"192461,94";"191498,02";"191016,67";"190535,72";"189575,03";"188615,97";"188137,05";"187180,42";"185748,53";"184558,1";"184082,62";"183607,58";"183132,94";"182658,7";"181948,12";"181002,12";"180057,77";"179115,06";"178174,0";"177234,6";"176296,84";"175360,75";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;1;01/06/2024;;1;1;"205878,08";"197548,88";"202580,9";1;30;1;1;1;"0,0";0;"205878,08";"205631,47";"205384,97";"205384,97";"205384,97";"205878,08";"205878,08";"205878,08";"205878,08";"205631,47";"205384,97";"204892,23";"204646,02";"203907,97";"203416,42";"203170,8";"202679,86";"202189,3";"201209,39";"200720,03";"200231,06";"199742,5";"199254,33";"199010,39";"199010,39";"199010,39";"198522,81";"198279,19";"197792,2";"197548,88";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
17050001;1;01/05/2024;;1;1;"206124,8";"199986,73";"203601,14";30;1;1;1;1;"0,0";0;"199986,73";"200475,5";"200475,5";"200475,5";"200720,03";"201209,39";"202189,3";"202925,28";"202925,28";"203170,8";"203416,42";"203416,42";"204153,89";"204399,9";"204399,9";"203907,97";"204153,89";"204399,9";"204399,9";"204399,9";"204399,9";"204399,9";"204399,9";"204892,23";"204892,23";"205138,55";"205138,55";"205138,55";"205631,47";"206124,8";"205878,08";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;1;01/04/2024;;1;1;"199498,36";"171633,06";"185468,0";30;1;1;1;1;"0,0";0;"171633,06";"172562,48";"172795,1";"173260,64";"173959,73";"175360,75";"176765,52";"177704,1";"179350,58";"180765,88";"181948,12";"183370,2";"184795,98";"185272,05";"186225,42";"186702,72";"187299,9";"187419,42";"188137,05";"188855,6";"189575,03";"191016,67";"191738,84";"192461,94";"194878,77";"196090,95";"197305,64";"198279,19";"199010,39";"199498,36";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
17050001;1;01/03/2024;;1;1;"171400,97";"150210,66";"161591,58";31;1;1;1;1;"0,0";0;"150210,66";"151456,78";"152289,67";"152915,47";"152915,47";"152915,47";"153542,23";"154379,39";"155192,88";"156766,9";"158346,22";"159251,05";"160157,61";"161293,2";"162203,61";"162887,53";"163800,9";"164258,25";"164945,03";"165403,44";"165862,25";"166321,48";"166781,16";"167241,23";"168162,67";"168624,03";"168854,86";"169779,25";"170242,08";"170937,1";"171400,97";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;1;01/02/2024;;1;1;"149589,05";"131000,77";"140958,22";29;1;1;1;1;;0;"131000,77";"131789,64";"132184,73";"132184,73";"132580,27";"133174,4";"134365,69";"135162,06";"136359,95";"137561,8";"138767,6";"139977,34";"141393,67";"142408,61";"143222,52";"143834,08";"144242,34";"144651,03";"145060,16";"145060,16";"145060,16";"145469,72";"145469,72";"145879,7";"146290,12";"147318,08";"148555,17";"149175,17";"149589,05";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
17050001;1;01/01/2024;;1;1;"130607,01";"101291,35";"117846,25";31;1;1;1;1;;0;"101291,35";"102187,234";"103086,08";"104530,35";"105982,15";"107441,44";"107990,6";"108357,29";"109092,07";"110752,125";"112421,56";"114474,67";"115976,586";"117485,82";"119192,445";"120144,555";"121290,836";"122249,18";"123017,89";"123595,6";"123981,31";"124367,48";"125334,836";"126110,76";"126888,47";"127667,97";"128449,26";"129232,336";"129820,81";"130213,69";"130607,01";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/12/2023;;1;1;"100220,195";"69351,67";"81787,69";31;6;1;1;1;;;"71223,336";"70910,09";"70285,164";"69662,31";"69662,31";"69351,67";"69351,67";"70441,2";"71223,336";"71851,37";"73113,63";"75022,44";"76949,625";"78569,58";"80366,11";"81847,3";"82343,28";"83172,41";"84004,65";"85007,43";"86688,63";"88212,25";"89574,914";"90773,66";"92496,49";"93536,016";"95278,22";"96856,484";"97914,055";"99508,48";"100220,195";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/11/2023;;1;1;"71066,65";"60130,062";"63643,13";30;8;1;1;1;;;"66121,45";"65057,598";"63549,06";"62500,996";"60719,57";"60571,99";"60719,57";"60130,062";"60277,234";"61015,133";"62351,805";"63398,934";"64000,227";"64906,15";"64754,83";"64603,645";"63849,703";"63248,945";"61459,48";"60719,57";"61015,133";"61311,23";"61905,043";"63099,09";"64150,883";"66121,45";"67652,445";"68886,68";"70129,26";"71066,65";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/10/2023;;1;1;"89062,99";"59836,117";"69791,69";1;25;1;1;1;;;"89062,99";"87533,86";"84672,67";"83504,93";"80694,38";"77596,086";"75022,44";"72797,3";"71066,65";"69817,836";"68886,68";"68886,68";"69041,55";"69506,93";"69506,93";"68731,94";"69196,54";"67498,76";"67038,48";"65360,9";"63248,945";"61607,867";"61015,133";"60277,234";"59836,117";"60424,547";"61607,867";"63398,934";"64000,227";"66121,45";"66579,375";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/09/2023;;1;1;"160384,5";"90430,55";"127550,836";1;30;1;1;1;;;"160384,5";"159024,69";"157668,72";"156091,66";"154379,39";"152289,67";"150210,66";"148142,38";"145060,16";"142408,61";"139775,44";"137762,5";"135560,92";"133174,4";"130607,01";"128644,86";"126499,38";"123595,6";"120908,29";"118432,805";"114474,67";"110937,16";"107441,44";"104711,414";"101112,53";"97737,49";"94754,29";"92842,516";"91461,336";"90430,55";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/08/2023;;1;1;"198279,19";"161748,19";"182550,42";1;31;1;1;1;;;"198279,19";"197305,64";"196819,47";"196333,69";"195363,34";"194636,62";"193427,47";"192944,5";"191979,77";"190535,72";"189575,03";"188137,05";"186941,53";"185510,23";"184320,31";"182895,78";"181948,12";"181002,12";"179350,58";"178174,0";"177000,0";"175828,6";"174659,78";"173260,64";"172097,56";"170242,08";"169316,84";"168162,67";"166321,48";"164945,05";"161748,19";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/07/2023;;1;1;"220348,73";"198766,55";"211958,8";1;31;1;1;1;;;"220348,73";"220348,73";"219844,31";"219340,28";"219340,28";"218836,62";"218584,95";"218333,36";"218333,36";"217579,19";"217076,89";"216574,97";"215822,84";"215071,56";"214071,23";"213072,45";"212075,23";"211577,22";"210582,34";"209589,03";"209092,97";"208102,0";"207359,81";"206618,52";"205138,56";"204153,88";"202925,28";"201699,14";"200720,03";"199742,5";"198766,55";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/06/2023;;1;1;"230005,62";"221106,1";"226971,25";1;30;1;1;1;;;"230005,62";"230005,62";"229493,94";"229493,94";"228982,62";"228982,62";"228982,62";"228982,62";"228982,62";"228982,62";"228471,69";"228471,69";"228216,36";"227706,0";"227961,14";"228216,36";"227961,14";"227450,97";"226941,19";"226431,78";"225922,75";"225159,92";"224905,84";"225159,92";"224397,97";"223890,47";"223383,34";"222623,4";"221864,31";"221106,1";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/05/2023;;1;1;"233598,08";"227961,14";"231635,23";23;1;1;1;1;;;"227961,14";"228727,11";"229238,23";"229493,94";"230517,7";"231030,16";"231542,98";"231542,98";"231542,98";"231542,98";"231799,55";"232312,94";"232569,78";"231799,55";"231542,98";"231799,55";"232312,94";"232569,78";"232569,78";"232569,78";"232569,78";"233083,73";"233598,08";"233083,73";"233083,73";"232569,78";"232569,78";"232056,19";"231542,98";"231030,16";"230517,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/04/2023;;1;1;"227450,97";"212573,66";"221323,19";27;1;1;1;1;;;"212573,66";"213571,66";"214571,2";"215321,89";"215822,84";"216574,97";"217579,19";"218081,88";"219088,4";"219592,25";"219844,31";"219844,31";"220601,1";"220348,73";"220853,55";"221106,1";"221358,73";"222117,25";"222623,4";"223383,34";"223890,47";"224905,84";"226177,2";"226431,78";"226431,78";"227196,03";"227450,97";"227450,97";"227450,97";"227450,97";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/03/2023;;1;1;"211826,19";"184320,31";"198869,84";31;1;1;1;1;;;"184320,31";"185033,95";"185510,23";"186702,72";"187658,53";"189095,3";"190776,14";"191498,02";"193910,83";"194878,78";"195848,31";"196819,47";"197792,2";"198279,19";"199010,39";"199742,5";"200720,03";"201209,39";"201454,22";"202189,3";"202679,84";"203662,14";"204646,02";"205631,48";"206865,5";"208102,0";"209092,97";"209340,94";"209837,2";"210830,9";"211826,19";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/02/2023;;1;1;"183607,58";"143834,08";"162856,94";28;1;1;1;1;;;"143834,08";"144651,03";"145674,66";"146700,98";"148348,72";"149796,14";"151248,83";"152706,77";"154169,95";"155642,05";"157217,6";"159024,69";"160611,53";"161520,64";"162659,44";"164029,53";"165632,78";"167011,14";"168854,86";"170937,1";"172795,1";"174659,78";"176531,12";"178409,11";"179821,94";"181238,47";"182658,7";"183607,58";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
17050001;2;01/01/2023;;1;1;"143630,11";"115037,03";"128526,11";31;1;1;1;1;;;"115037,03";"115788,445";"116541,695";"117674,99";"118432,805";"119953,914";"121099,51";"122057,28";"122633,305";"123402,92";"124367,47";"124367,47";"125141,14";"125916,61";"126305,016";"126305,016";"126888,47";"127863,12";"129036,4";"130017,195";"131394,98";"132976,25";"134564,61";"136559,98";"138365,22";"139977,34";"141191,02";"141799,31";"142205,4";"142815,34";"143630,11";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/12/2022;;1;1;"114287,45";"100755,24";"107489,086";31;1;1;1;1;;;"100755,24";"101291,35";"101470,29";"101649,35";"101649,35";"102187,234";"103086,08";"104530,35";"105618,49";"106346,266";"106893,33";"106164,15";"106346,266";"106528,5";"106528,5";"106346,266";"106893,33";"107441,44";"107807,43";"108357,29";"108724,445";"110197,73";"110937,16";"111492,94";"111864,04";"112607,63";"112980,12";"113726,48";"113539,71";"113913,35";"114287,45";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/11/2022;;1;1;"102187,234";"87364,56";"95581,6";27;5;1;1;1;;;"88722,33";"88722,33";"88382,15";"88382,15";"87364,56";"87533,86";"89062,99";"90773,66";"92323,664";"93709,695";"94928,81";"95628,1";"95803,23";"95978,47";"96329,31";"97032,445";"97208,53";"97032,445";"97208,53";"97737,49";"98090,734";"98975,93";"99864,1";"100933,83";"101291,35";"102007,82";"102187,234";"101649,35";"101470,29";"101112,53";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/10/2022;;1;1;"142002,3";"89062,99";"108913,23";1;31;1;1;1;;;"142002,3";"139573,66";"136559,98";"133968,16";"131197,83";"128644,86";"126499,38";"124174,336";"121865,5";"120144,56";"118622,55";"116541,695";"114100,34";"111864,04";"109092,07";"106528,5";"103446,44";"100576,77";"97914,055";"95978,47";"94231,45";"92496,49";"91117,25";"90773,66";"90773,66";"90259,18";"89745,8";"89745,8";"89404,15";"89404,15";"89062,99";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/09/2022;;1;1;"194878,78";"144038,16";"172119,11";1;30;1;1;1;;;"194878,78";"193669,1";"192220,81";"191016,67";"189575,03";"187897,75";"186702,72";"185510,23";"184082,62";"182658,7";"181474,92";"180529,73";"179350,58";"177704,08";"175594,62";"173726,6";"171865,25";"169547,98";"167701,75";"165862,25";"163344,02";"160611,53";"157894,45";"155218,27";"153960,6";"152498,17";"150210,66";"148142,38";"146084,86";"144038,16";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/08/2022;;1;1;"223890,47";"195363,34";"210731,38";1;31;1;1;1;;;"223890,47";"223129,94";"222623,4";"222117,25";"221106,1";"220096,48";"219592,25";"218333,36";"217579,19";"216574,97";"216073,45";"215071,56";"214071,23";"213571,66";"212823,02";"212075,23";"211328,36";"209837,2";"208597,28";"207112,61";"206618,52";"205631,48";"204153,88";"202925,28";"201699,14";"200475,5";"199254,33";"198035,64";"196819,47";"196090,95";"195363,34";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/07/2022;;1;1;"244225,02";"224651,86";"236234,38";1;31;1;1;1;;;"244225,02";"243963,94";"243442,11";"243442,11";"243442,11";"243181,31";"242660,02";"242139,1";"241358,44";"240838,45";"240059,17";"239540,12";"238762,27";"238244,16";"237467,69";"236950,52";"235917,31";"235659,23";"235143,38";"234370,31";"233855,4";"233340,88";"232312,94";"231286,53";"230261,62";"228982,62";"227961,14";"227450,97";"226686,42";"225668,38";"224651,86";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/06/2022;;1;1;"250781,77";"245008,75";"249081,62";2;30;1;1;1;;;"250518,38";"250781,77";"250781,77";"250781,77";"250781,77";"250781,77";"250255,08";"250255,08";"249991,9";"249728,8";"249202,86";"249202,86";"249202,86";"249202,86";"249202,86";"249465,78";"249728,8";"249465,78";"248940,02";"249202,86";"249202,86";"249202,86";"248677,31";"248152,11";"247889,64";"247365,02";"247102,84";"246578,77";"245793,33";"245008,75";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/05/2022;;1;1;"254478,73";"250518,38";"252611,64";7;31;1;1;1;;;"251308,78";"252363,97";"252363,97";"252892,11";"252892,11";"252892,11";"254478,73";"253420,61";"254214,08";"253420,61";"252892,11";"252363,97";"252100,05";"252100,05";"252363,97";"252363,97";"252892,11";"253156,33";"253420,61";"254214,08";"253685,02";"253420,61";"253420,61";"252892,11";"252628,0";"252363,97";"251572,45";"250781,77";"250781,77";"250781,77";"250518,38";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/04/2022;;1;1;"251045,23";"231799,55";"244134,97";30;1;1;1;1;;;"231799,55";"233083,73";"234885,61";"235917,31";"237467,69";"238244,16";"239021,45";"239540,12";"240578,6";"241358,44";"242139,1";"242399,52";"242399,52";"243181,31";"244225,02";"245531,73";"246316,86";"247102,84";"247627,3";"248677,31";"249465,78";"249991,9";"250255,08";"250255,08";"250255,08";"250255,08";"250255,08";"250255,08";"250518,38";"251045,23";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
17050001;2;01/03/2022;;1;1;"231286,53";"197548,88";"211730,64";31;1;1;1;1;;;"197548,88";"198035,64";"198766,55";"199010,39";"200475,5";"201699,14";"202434,53";"203170,8";"205878,08";"205878,08";"206371,6";"206618,52";"206865,5";"208597,28";"209092,97";"209589,03";"211079,58";"212573,66";"213072,45";"214821,34";"216073,45";"217830,48";"218584,95";"219844,31";"221358,73";"222370,28";"223636,86";"225159,92";"226686,42";"229238,23";"231286,53";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17050001;2;01/02/2022;;1;1;"196819,47";"185986,92";"189407,16";28;1;1;1;1;;;"185986,92";"185986,92";"186225,42";"185986,92";"186464,02";"186464,02";"186464,02";"186464,02";"186464,02";"186225,42";"186464,02";"186464,02";"186464,02";"186464,02";"187658,53";"188376,47";"188855,6";"189575,03";"190776,14";"191979,77";"192703,17";"192944,5";"193669,1";"194636,62";"194878,78";"195848,31";"196090,95";"196819,47";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
